RTA Fund Code,Fund Scheme code,Scheme Option Name,Direct or Regular,Option,SMF Fund code,SMF PRODUCT CLASS',SMF SUB PRODUCT CLASS,FUND NAME,SHORT FUND NAME,REMARKS,NFO open date,NFO close date,maturity date,Allotment date,ISIN,SEBI product class
ABNER,ABNER,ABNER,,,ABNER,SPM,SPM_ADV,ADVISORY - ABNER,Abner,,,,2100?1?1?,, ,SPM_ADV
1H,1HDP,SUNDARAM FIXED TERM PLAN AD 13MONTHS DIVIDEND,REGULAR,D,AD13,DEBT,DEBT_CE,SUNDARAM FTP  AD 13 MTHS,FTP  AD 13 MTHS,,2011/02/16,2011/03/01,2012/04/03,2011/03/04,INF903JO1BB3,Fixed Term Plan
1H,1HGP,SUNDARAM FIXED TERM PLAN AD 13MONTHS GROWTH,REGULAR,G,AD13,DEBT,DEBT_CE,SUNDARAM FTP  AD 13 MTHS,FTP  AD 13 MTHS,,2011/02/16,2011/03/01,2012/04/03,2011/03/04,INF903J01BA5,Fixed Term Plan
1K,1KDP,SUNDARAM FIXED TERM PLAN AE 13MONTHS DIVIDEND,REGULAR,D,AE13,DEBT,DEBT_CE,SUNDARAM FTP  AE 13 MTHS,FTP  AE 13 MTHS,,2011/02/16,2011/02/28,2012/04/09,2011/03/07,INF903J01AV3,Fixed Term Plan
1K,1KGP,SUNDARAM FIXED TERM PLAN AE 13MONTHS GROWTH,REGULAR,G,AE13,DEBT,DEBT_CE,SUNDARAM FTP  AE 13 MTHS,FTP  AE 13 MTHS,,2011/02/16,2011/02/28,2012/04/09,2011/03/07,INF903J01AU5,Fixed Term Plan
1J,1JDP,SUNDARAM FIXED TERM PLAN AF 14 MTHS DIVIDEND,REGULAR,D,AF14,DEBT,DEBT_CE,SUNDARAM FTP  AF 14 MTHS,FTP  AF 14 MTHS,,2011/02/01,2011/02/04,2012/04/09,2011/02/08,INF903J01AT7,Fixed Term Plan
1J,1JGP,SUNDARAM FIXED TERM PLAN AF 14 MTHS GROWTH,REGULAR,G,AF14,DEBT,DEBT_CE,SUNDARAM FTP  AF 14 MTHS,FTP  AF 14 MTHS,,2011/02/01,2011/02/04,2012/04/09,2011/02/08,INF903J01AS9,Fixed Term Plan
1L,1LDP,SUNDARAM FIXED TERM PLAN AG 14MONTHS DIVIDEND,REGULAR,D,AG14,DEBT,DEBT_CE,SUNDARAM FTP  AG 14 MTHS,FTP  AG 14 MTHS,,2011/02/14,2011/02/18,2012/04/24,2011/02/22,INF903J01AZ4,Fixed Term Plan
1L,1LGP,SUNDARAM FIXED TERM PLAN AG 14MONTHS GROWTH,REGULAR,G,AG14,DEBT,DEBT_CE,SUNDARAM FTP  AG 14 MTHS,FTP  AG 14 MTHS,,2011/02/14,2011/02/18,2012/04/24,2011/02/22,INF903J01AY7,Fixed Term Plan
1M,1MDP,SUNDARAM FIXED TERM PLAN AH 15 MONTHS DIVIDEND,REGULAR,D,AH15,DEBT,DEBT_CE,SUNDARAM FTP  AH 15 MTHS,FTP  AH 15 MTHS,,2010/12/27,2010/12/31,2012/04/03,2011/01/04,INF903J01AF6,Fixed Term Plan
1M,1MGP,SUNDARAM FIXED TERM PLAN AH 15 MONTHS GROWTH,REGULAR,G,AH15,DEBT,DEBT_CE,SUNDARAM FTP  AH 15 MTHS,FTP  AH 15 MTHS,,2010/12/27,2010/12/31,2012/04/03,2011/01/04,INF903J01AE9,Fixed Term Plan
1N,1NDP,SUNDARAM FIXED TERM PLAN AI 15 MONTHS DIVIDEND,REGULAR,D,AI15,DEBT,DEBT_CE,SUNDARAM FTP  AI 15 MTHS,FTP  AI 15 MTHS,,2011/01/10,2011/01/14,2012/04/19,2011/01/18,INF903J01AH2,Fixed Term Plan
1N,1NGP,SUNDARAM FIXED TERM PLAN AI 15 MONTHS GROWTH,REGULAR,G,AI15,DEBT,DEBT_CE,SUNDARAM FTP  AI 15 MTHS,FTP  AI 15 MTHS,,2011/01/10,2011/01/14,2012/04/19,2011/01/18,INF903J01AG4,Fixed Term Plan
AIF1CA,AIF1CA,Sundaram Alternative Opportunities Fund - Nanocap Series I - Class A,,,AIF1CA,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series I,AIF Nanocap Sr 1,,,,2100?1?1?,,,AIF
AIF1CB,AIF1CB,Sundaram Alternative Opportunities Fund - Nanocap Series I - Class B,,,AIF1CB,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series I,AIF Nanocap Sr 1,,,,2100?1?1?,,,AIF
AIF1CC,AIF1CC,Sundaram Alternative Opportunities Fund - Nanocap Series I - Class C,,,AIF1CC,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series I,AIF Nanocap Sr 1,,,,2100?1?1?,,,AIF
AIF1CD,AIF1CD,Sundaram Alternative Opportunities Fund - Nanocap Series I - Class D,,,AIF1CD,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series I,AIF Nanocap Sr 1,,,,2100?1?1?,,,AIF
AIF1CE,AIF1CE,Sundaram Alternative Opportunities Fund - Nanocap Series I - Class E,,,AIF1CE,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series I,AIF Nanocap Sr 1,,,,2100?1?1?,,,AIF
AIF1CF,AIF1CF,Sundaram Alternative Opportunities Fund - Nanocap Series I - Class F,,,AIF1CF,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series I,AIF Nanocap Sr 1,,,,2100?1?1?,,,AIF
AIF2CA,AIF2CA,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class A,,,AIF2CA,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF2CB,AIF2CB,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class B,,,AIF2CB,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF2CC,AIF2CC,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class C,,,AIF2CC,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF2CD,AIF2CD,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class D,,,AIF2CD,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF2CE,AIF2CE,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class E,,,AIF2CE,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF2CF,AIF2CF,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class F,,,AIF2CF,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF2CG,AIF2CG,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class G,,,AIF2CG,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF2CH,AIF2CH,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class H,,,AIF2CH,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF2CI,AIF2CI,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class I,,,AIF2CI,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF2CJ,AIF2CJ,Sundaram Alternative Opportunities Fund - Nanocap Series II - Class J,,,AIF2CJ,AIF,AIF_EQUITY,Sundaram Alternative Opp Fund  - Nanocap Series II,AIF Nanocap Sr 2,,,,2100?1?1?,,,AIF
AIF3CD,AIF3CD,Sundaram Alternative Opportunities Fund - Nanocap Series III - Class D,,,AIF3CD,AIF,AIF_DEBT,Sundaram Alternative Opp Fund -Nanocap Series III,AIF Nanocap Sr 3,,,,2100?1?1?,,,AIF
1O,1ODP,SUNDARAM FIXED TERM PLAN AJ 24 MONTHS DIVIDEND,REGULAR,D,AJ24,DEBT,DEBT_CE,SUNDARAM FTP  AJ 24 MTHS,FTP  AJ 24 MTHS,,2010/12/27,2011/01/07,2013/01/10,2011/01/11,INF903J01AJ8,Fixed Term Plan
1O,1OGP,SUNDARAM FIXED TERM PLAN AJ 24 MONTHS GROWTH,REGULAR,G,AJ24,DEBT,DEBT_CE,SUNDARAM FTP  AJ 24 MTHS,FTP  AJ 24 MTHS,,2010/12/27,2011/01/07,2013/01/10,2011/01/11,INF903J01AI0,Fixed Term Plan
1P,1PDP,SUNDARAM FIXED TERM PLAN AK 24MONTHS DIVIDEND,REGULAR,D,AK24,DEBT,DEBT_CE,SUNDARAM FTP  AK 24 MTHS,FTP  AK 24 MTHS,,2011/02/16,2011/03/01,2013/03/06,2011/03/07,INF903J01AX9,Fixed Term Plan
1P,1PGP,SUNDARAM FIXED TERM PLAN AK 24MONTHS GROWTH,REGULAR,G,AK24,DEBT,DEBT_CE,SUNDARAM FTP  AK 24 MTHS,FTP  AK 24 MTHS,,2011/02/16,2011/03/01,2013/03/06,2011/03/07,INF903J01AW1,Fixed Term Plan
1Q,1QDP,SUNDARAM FIXED TERM PLAN AL 30 MONTHS DIVIDEND,REGULAR,D,AL30,DEBT,DEBT_CE,SUNDARAM FTP  AL 30 MTHS,FTP  AL 30 MTHS,,2011/01/07,2011/01/14,2013/07/19,2011/01/18,INF903J01AL4,Fixed Term Plan
1Q,1QGP,SUNDARAM FIXED TERM PLAN AL 30 MONTHS GROWTH,REGULAR,G,AL30,DEBT,DEBT_CE,SUNDARAM FTP  AL 30 MTHS,FTP  AL 30 MTHS,,2011/01/07,2011/01/14,2013/07/19,2011/01/18,INF903J01AK6,Fixed Term Plan
ALLEGRO,ALLEGRO,ALLEGRO HIGH GROWTH,,,ALLEGRO,SPM,SPM_ADV,ADVISORY - ALLEGRO,Advisory - Allegro,,,,2100?1?1?,,,SPM_ADV
ALPHA,ALPHA,INDIA ALPHA EQUITY,,,ALPHA,SPM,SPM,PM - INDIA ALPHA EQUITY,Alpha Equity (JI),,,,2100?1?1?,,,SPM
1R,1RDP,SUNDARAM FIXED TERM PLAN AM 30 MONTHS DIVIDEND,REGULAR,D,AM30,DEBT,DEBT_CE,SUNDARAM FTP  AM 30 MTHS,FTP  AM 30 MTHS,,2011/01/10,2011/01/24,2013/07/29,2011/01/25,INF903J01AN0,Fixed Term Plan
1R,1RGP,SUNDARAM FIXED TERM PLAN AM 30 MONTHS GROWTH,REGULAR,G,AM30,DEBT,DEBT_CE,SUNDARAM FTP  AM 30 MTHS,FTP  AM 30 MTHS,,2011/01/10,2011/01/24,2013/07/29,2011/01/25,INF903J01AM2,Fixed Term Plan
1S,1SDP,SUNDARAM FIXED TERM PLAN AN 367 DAYS DIVIDEND,REGULAR,D,AN367,DEBT,DEBT_CE,SUNDARAM FTP  AN 367 DAYS,FTP  AN 367 DAY,,2010/09/06,2010/09/07,2011/09/12,2010/09/08,INF903J01926,Fixed Term Plan
1S,1SGP,SUNDARAM FIXED TERM PLAN AN 367 DAYS GROWTH,REGULAR,G,AN367,DEBT,DEBT_CE,SUNDARAM FTP  AN 367 DAYS,FTP  AN 367 DAY,,2010/09/06,2010/09/07,2011/09/12,2010/09/08,INF903J01918,Fixed Term Plan
1T,1TDP,SUNDARAM FIXED TERM PLAN AO 367 DAYS DIVIDEND,REGULAR,D,AO367,DEBT,DEBT_CE,SUNDARAM FTP  AO 367 DAYS,FTP  AO 367 DAY,,2010/09/21,2010/09/24,2011/10/03,2010/09/27,INF903J01942,Fixed Term Plan
1T,1TGP,SUNDARAM FIXED TERM PLAN AO 367 DAYS GROWTH,REGULAR,G,AO367,DEBT,DEBT_CE,SUNDARAM FTP  AO 367 DAYS,FTP  AO 367 DAY,,2010/09/21,2010/09/24,2011/10/03,2010/09/27,INF903J01934,Fixed Term Plan
1U,1UDP,SUNDARAM FIXED TERM PLAN AP 367 DAYS DIVIDEND,REGULAR,D,AP367,DEBT,DEBT_CE,SUNDARAM FTP  AP 367 DAYS,FTP  AP 367 DAY,,2010/10/27,2010/10/29,2011/11/04,2010/11/02,INF903J01967,Fixed Term Plan
1U,1UGP,SUNDARAM FIXED TERM PLAN AP 367 DAYS GROWTH,REGULAR,G,AP367,DEBT,DEBT_CE,SUNDARAM FTP  AP 367 DAYS,FTP  AP 367 DAY,,2010/10/27,2010/10/29,2011/11/04,2010/11/02,INF903J01959,Fixed Term Plan
1V,1VDP,SUNDARAM FIXED TERM PLAN AQ 367 DAYS DIVIDEND,REGULAR,D,AQ367,DEBT,DEBT_CE,SUNDARAM FTP  AQ 367 DAYS,FTP  AQ 367 DAY,,2010/11/19,2010/11/19,2011/11/25,2010/11/23,INF903J01AA7,Fixed Term Plan
1V,1VGP,SUNDARAM FIXED TERM PLAN AQ 367 DAYS GROWTH,REGULAR,G,AQ367,DEBT,DEBT_CE,SUNDARAM FTP  AQ 367 DAYS,FTP  AQ 367 DAY,,2010/11/19,2010/11/19,2011/11/25,2010/11/23,INF903J01991,Fixed Term Plan
1W,1WDP,SUNDARAM FIXED TERM PLAN AR 367 DAYS DIVIDEND,REGULAR,D,AR367,DEBT,DEBT_CE,SUNDARAM FTP  AR 367 DAYS,FTP  AR 367 DAY,,2010/11/19,2010/11/26,2011/12/02,2010/11/30,INF903J01983,Fixed Term Plan
1W,1WGP,SUNDARAM FIXED TERM PLAN AR 367 DAYS GROWTH,REGULAR,G,AR367,DEBT,DEBT_CE,SUNDARAM FTP  AR 367 DAYS,FTP  AR 367 DAY,,2010/11/19,2010/11/26,2011/12/02,2010/11/30,INF903J01975,Fixed Term Plan
1X,1XDP,SUNDARAM FIXED TERM PLAN AS 367 DAYS DIVIDEND,REGULAR,D,AS367,DEBT,DEBT_CE,SUNDARAM FTP  AS 367 DAYS,FTP  AS 367 DAY,,2010/12/09,2010/12/10,2011/12/16,2010/12/14,INF903J01AD1,Fixed Term Plan
1X,1XGP,SUNDARAM FIXED TERM PLAN AS 367 DAYS GROWTH,REGULAR,G,AS367,DEBT,DEBT_CE,SUNDARAM FTP  AS 367 DAYS,FTP  AS 367 DAY,,2010/12/09,2010/12/10,2011/12/16,2010/12/14,INF903J01AC3,Fixed Term Plan
1Y,1YDP,SUNDARAM FIXED TERM PLAN AT 18 MTHS  DIVIDEND,REGULAR,D,AT18,DEBT,DEBT_CE,SUNDARAM FTP  AT 18 MTHS,FTP  AT 18 MTHS,,2011/05/18,2011/05/20,2012/11/23,2011/05/23,INF903J01CO4,Fixed Term Plan
1Y,1YGP,SUNDARAM FIXED TERM PLAN AT 18 MTHS GROWTH,REGULAR,G,AT18,DEBT,DEBT_CE,SUNDARAM FTP  AT 18 MTHS,FTP  AT 18 MTHS,,2011/05/18,2011/05/20,2012/11/23,2011/05/23,INF903J01CN6,Fixed Term Plan
1Z,1ZDP,SUNDARAM FIXED TERM PLAN AU 18 MTHS  DIVIDEND,REGULAR,D,AU18,DEBT,DEBT_CE,SUNDARAM FTP  AU 18 MTHS,FTP  AU 18 MTHS,,2011/05/23,2011/05/27,2012/11/30,2011/05/30,INF903J01CQ9,Fixed Term Plan
1Z,1ZGP,SUNDARAM FIXED TERM PLAN AU 18 MTHS GROWTH,REGULAR,G,AU18,DEBT,DEBT_CE,SUNDARAM FTP  AU 18 MTHS,FTP  AU 18 MTHS,,2011/05/23,2011/05/27,2012/11/30,2011/05/30,INF903J01CP1,Fixed Term Plan
2A,2ADP,SUNDARAM FIXED TERM PLAN AV 366 DAYS DIVIDEND,REGULAR,D,AV366,DEBT,DEBT_CE,SUNDARAM FTP  AV 366 DAYS,FTP  AV 366 DAY,,2011/01/13,2011/01/14,2012/01/19,2011/01/18,INF903J01AP5,Fixed Term Plan
2A,2AGP,SUNDARAM FIXED TERM PLAN AV 366 DAYS GROWTH,REGULAR,G,AV366,DEBT,DEBT_CE,SUNDARAM FTP  AV 366 DAYS,FTP  AV 366 DAY,,2011/01/13,2011/01/14,2012/01/19,2011/01/18,INF903J01A08,Fixed Term Plan
2B,2BDP,SUNDARAM FIXED TERM PLAN AW 366 DAYS DIVIDEND,REGULAR,D,AW366,DEBT,DEBT_CE,SUNDARAM FTP  AW 366 DAYS,FTP  AW 366 DAY,,2011/01/27,2011/01/28,2012/02/02,2011/02/01,INF903J01AR1,Fixed Term Plan
2B,2BGP,SUNDARAM FIXED TERM PLAN AW 366 DAYS GROWTH,REGULAR,G,AW366,DEBT,DEBT_CE,SUNDARAM FTP  AW 366 DAYS,FTP  AW 366 DAY,,2011/01/27,2011/01/28,2012/02/02,2011/02/01,INF903J01AQ3,Fixed Term Plan
1I,1IDP,SUNDARAM FIXED TERM PLAN AX 366 DAYS DIVIDEND,REGULAR,D,AX366,DEBT,DEBT_CE,SUNDARAM FTP  AX 366 DAYS,FTP  AX 366 DAY,,2011/02/17,2011/02/18,2012/02/24,2011/03/22,INF903J01BF4,Fixed Term Plan
1I,1IGP,SUNDARAM FIXED TERM PLAN AX 366 DAYS GROWTH,REGULAR,G,AX366,DEBT,DEBT_CE,SUNDARAM FTP  AX 366 DAYS,FTP  AX 366 DAY,,2011/02/17,2011/02/18,2012/02/24,2011/03/22,INF903J01BE7,Fixed Term Plan
G1,G1DP,SUNDARAM FIXED TERM PLAN AY 366 DAYS  DIVIDEND,REGULAR,D,AY366,DEBT,DEBT_CE,SUNDARAM FTP  AY 366 DAYS,FTP  AY 366 DAY,,2011/03/18,2011/03/22,2012/03/26,2011/03/24,INF903J01BH0,Fixed Term Plan
G1,G1GP,SUNDARAM FIXED TERM PLAN AY 366 DAYS GROWTH,REGULAR,G,AY366,DEBT,DEBT_CE,SUNDARAM FTP  AY 366 DAYS,FTP  AY 366 DAY,,2011/03/18,2011/03/22,2012/03/26,2011/03/24,INF903J01BG2,Fixed Term Plan
2C,2CDP,SUNDARAM FIXED TERM PLAN AZ 370 DAYS  DIVIDEND,REGULAR,D,AZ370,DEBT,DEBT_CE,SUNDARAM FTP  AZ 370 DAYS,FTP  AZ 370 DAY,,2011/03/24,2011/03/25,2012/04/03,2011/03/29,INF903J01BL2,Fixed Term Plan
2C,2CGP,SUNDARAM FIXED TERM PLAN AZ 370 DAYS GROWTH,REGULAR,G,AZ370,DEBT,DEBT_CE,SUNDARAM FTP  AZ 370 DAYS,FTP  AZ 370 DAY,,2011/03/24,2011/03/25,2012/04/03,2011/03/29,INF903J01BK4,Fixed Term Plan
1G,1GDP,SUNDARAM FIXED TERM PLAN BA 366 DAYS  DIVIDEND,REGULAR,D,BA366,DEBT,DEBT_CE,SUNDARAM FTP  BA 366 DAYS,FTP  BA 366 DAY,,2011/03/24,2011/03/25,2012/03/29,2011/03/29,INF903J01BJ6,Fixed Term Plan
1G,1GGP,SUNDARAM FIXED TERM PLAN BA 366 DAYS GROWTH,REGULAR,G,BA366,DEBT,DEBT_CE,SUNDARAM FTP  BA 366 DAYS,FTP  BA 366 DAY,,2011/03/24,2011/03/25,2012/03/29,2011/03/29,INF903J01BI8,Fixed Term Plan
EH,EHDP,BALANCED FUND REGULAR DIVIDEND,REGULAR,R,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01736,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,EHGP,BALANCED FUND REGULAR GROWTH,REGULAR,G,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2000/04/26,1900/01/02,1900/01/02,2000/06/22,INF903J01744,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,EHID,BALANCED FUND INSTUTIONAL DIVIDEND,REGULAR,R,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01769,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,EHIC,BALANCED FUND INSTUTIONAL DIVIDEND PAYOUT,REGULAR,D,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01751,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,EHCP,BALANCED FUND REGULAR DIVIDEND PAYOUT,REGULAR,D,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01728,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,EHIG,BALANCED FUND INSTUTIONAL GROWTH,REGULAR,G,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2008/04/15,1900/01/02,1900/01/02,2008/04/15,INF903J01777,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,EHD1,SUNDARAM BALANCED FUND REGULAR DIRECT PLAN DIVIDEND,DIRECT,R,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2012/12/31,1900/01/02,1900/01/02,2013/01/01,INF903J01MO3,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,EHDC,SUNDARAM BALANCED FUND REGULAR DIRECT PLAN DP,DIRECT,D,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2012/12/31,1900/01/02,1900/01/02,2013/01/01,INF903J01MN5,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,EHDG,SUNDARAM BALANCED FUND REGULAR DIRECT PLAN GROWTH,DIRECT,G,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2012/12/31,1900/01/02,1900/01/02,2013/01/01,INF903J01MP0,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,SBDP,BALANCED FUND REGULAR DIVIDEND,REGULAR,R,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01736,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,SBGP,BALANCED FUND REGULAR GROWTH,REGULAR,G,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2000/04/26,1900/01/02,1900/01/02,2000/06/22,INF903J01744,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,SBDP,BALANCED FUND REGULAR DIVIDEND PAYOUT,REGULAR,R,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2010/03/29,1900/01/02,1900/01/02,2010/03/29,INF903J01728,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,SBZD,SUNDARAM BALANCED FUND REGULAR DIRECT PLAN DIVIDEND,DIRECT,R,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2012/12/31,1900/01/02,1900/01/02,2013/01/01,INF903J01MO3,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,SBZD,SUNDARAM BALANCED FUND REGULAR DIRECT PLAN DP,DIRECT,R,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2012/12/31,1900/01/02,1900/01/02,2013/01/01,INF903J01MN5,Balanced Hybrid Fund/Aggressive Hybrid Fund
EH,SBZG,SUNDARAM BALANCED FUND REGULAR DIRECT PLAN GROWTH,DIRECT,G,BALAN,EQUITY,EQUITY_OE,SUNDARAM BALANCED FUND,Aggr. Hybrid,,2012/12/31,1900/01/02,1900/01/02,2013/01/01,INF903J01MP0,Balanced Hybrid Fund/Aggressive Hybrid Fund
2E,2EDP,SUNDARAM FIXED TERM PLAN BB 366 DAYS  DIVIDEND,REGULAR,D,BB366,DEBT,DEBT_CE,SUNDARAM FTP  BB 366 DAYS,FTP  BB 366 DAY,,2011/04/28,2011/04/29,2012/05/03,2011/05/03,INF903J01CJ4,Fixed Term Plan
2E,2EGP,SUNDARAM FIXED TERM PLAN BB 366 DAYS GROWTH,REGULAR,G,BB366,DEBT,DEBT_CE,SUNDARAM FTP  BB 366 DAYS,FTP  BB 366 DAY,,2011/04/28,2011/04/29,2012/05/03,2011/05/03,INF903J01CI6,Fixed Term Plan
2F,2FDP,SUNDARAM FIXED TERM PLAN BC 366 DAYS  DIVIDEND,REGULAR,D,BC366,DEBT,DEBT_CE,SUNDARAM FTP  BC 366 DAYS,FTP  BC 366 DAY,,2011/06/07,2011/06/10,2012/06/13,2011/06/13,INF903J01CS5,Fixed Term Plan
2F,2FGP,SUNDARAM FIXED TERM PLAN BC 366 DAYS  GROWTH,REGULAR,G,BC366,DEBT,DEBT_CE,SUNDARAM FTP  BC 366 DAYS,FTP  BC 366 DAY,,2011/06/07,2011/06/10,2012/06/13,2011/06/13,INF903J01CR7,Fixed Term Plan
2G,2GDP,SUNDARAM FIXED TERM PLAN BD 366 DAYS  DIVIDEND,REGULAR,D,BD366,DEBT,DEBT_CE,SUNDARAM FTP  BD 366 DAYS,FTP  BD 366 DAY,,2011/06/21,2011/06/24,2012/06/27,2011/06/27,INF903J01CW7,Fixed Term Plan
2G,2GGP,SUNDARAM FIXED TERM PLAN BD 366 DAYS GROWTH,REGULAR,G,BD366,DEBT,DEBT_CE,SUNDARAM FTP  BD 366 DAYS,FTP  BD 366 DAY,,2011/06/21,2011/06/24,2012/06/27,2011/06/27,INF903J01CV9,Fixed Term Plan
2H,2HDP,SUNDARAM FIXED TERM PLAN BE 366 DAYS  DIVIDEND,REGULAR,D,BE366,DEBT,DEBT_CE,SUNDARAM FTP  BE 366 DAYS,FTP  BE 366 DAY,,2011/07/08,2011/07/12,2012/07/16,2011/07/14,INF903J01DA1,Fixed Term Plan
2H,2HGP,SUNDARAM FIXED TERM PLAN BE 366 DAYS GROWTH,REGULAR,G,BE366,DEBT,DEBT_CE,SUNDARAM FTP  BE 366 DAYS,FTP  BE 366 DAY,,2011/07/08,2011/07/12,2012/07/16,2011/07/14,INF903J01CZ0,Fixed Term Plan
2I,2IDP,SUNDARAM FIXED TERM PLAN BF 24 MONTHS  DIVIDEND,REGULAR,D,BF24,DEBT,DEBT_CE,SUNDARAM FTP  BF 24 MTHS,FTP  BF 24 MTHS,,2011/08/08,2011/08/10,2013/08/12,2011/08/12,INF903J01DK0,Fixed Term Plan
2I,2IGP,SUNDARAM FIXED TERM PLAN BF 24 MONTHS GROWTH,REGULAR,G,BF24,DEBT,DEBT_CE,SUNDARAM FTP  BF 24 MTHS,FTP  BF 24 MTHS,,2011/08/08,2011/08/10,2013/08/12,2011/08/12,INF903J01DJ2,Fixed Term Plan
2J,2JDP,SUNDARAM FIXED TERM PLAN BG 4 MONTHS  DIVIDEND,REGULAR,D,BG4,DEBT,DEBT_CE,SUNDARAM FTP  BG 4 MTHS,FTP  BG 4 MTHS,,2011/08/09,2011/08/12,2011/12/15,2011/08/16,INF903J01DM6,Fixed Term Plan
2J,2JGP,SUNDARAM FIXED TERM PLAN BG 4 MONTHS GROWTH,REGULAR,G,BG4,DEBT,DEBT_CE,SUNDARAM FTP  BG 4 MTHS,FTP  BG 4 MTHS,,2011/08/09,2011/08/12,2011/12/15,2011/08/16,INF903J01DL8,Fixed Term Plan
