RTA Fund Code,Fund Scheme code,Scheme Option Name,Direct or Regular,Option,SMF Fund code,SMF PRODUCT CLASS',SMF SUB PRODUCT CLASS,FUND NAME,SHORT FUND NAME,REMARKS,NFO open date,NFO close date,maturity date,Allotment date,ISIN,SEBI product class
BP,BPB8,SUNDARAM BANKING AND PSU DEBT FUND REGULAR QUARTERLY BONUS UNITS,REGULAR,D,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,,,2100?1?1?,,,Banking and PSU Fund
BP,BPP8,SUNDARAM BANKING AND PSU DEBT FUND REGULAR QUARTERLY PRINCIPAL UNITS,REGULAR,D,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,,,2100?1?1?,,,Banking and PSU Fund
BD,BDWD,SUNDARAM BANKING AND PSU DEBT FUND REGULAR WEEKLY,REGULAR,D,FSTP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE SHORT TERM,Banking & PSU,,,,2100?1?1?,,,Banking and PSU Fund
BP,BPWD,SUNDARAM BANKING AND PSU DEBT FUND REGULAR WEEKLY,REGULAR,D,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,,,2100?1?1?,,,Banking and PSU Fund
BP,BPWD,SUNDARAM BANKING AND PSU DEBT FUND REGULAR WEEKLY,REGULAR,D,BPSU,DEBT,DEBT_OE,SUNDRAM BANKING & PSU DEBT FUND,Banking & PSU,,,,2100?1?1?,,,Banking and PSU Fund
BD,BDRG,SUNDARAM BANKING AND PSU DEBT FUND RETAIL GROWTH,REGULAR,G,FSTP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE SHORT TERM,Banking & PSU,,,,2100?1?1?,,,Banking and PSU Fund
BD,BDRM,SUNDARAM BANKING AND PSU DEBT FUND RETAIL MONTHLY,REGULAR,D,FSTP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE SHORT TERM,Banking & PSU,,,,2100?1?1?,,,Banking and PSU Fund
BD,BDRM,SUNDARAM BANKING AND PSU DEBT FUND RETAIL MONTHLY,REGULAR,D,FSTP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE SHORT TERM,Banking & PSU,,,,2100?1?1?,,,Banking and PSU Fund
1Q,1QDP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AL 30 MTHS,REGULAR,D,AL30,DEBT,DEBT_CE,SUNDARAM FTP  AL 30 MTHS,FTP  AL 30 MTHS,,,,1900?1?1?,,,Fixed Term Plan
1Q,1QGP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AL 30 MTHS GROWTH,REGULAR,G,AL30,DEBT,DEBT_CE,SUNDARAM FTP  AL 30 MTHS,FTP  AL 30 MTHS,,,,1900?1?1?,,,Fixed Term Plan
1S,1SDP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AN 367 DAYS,REGULAR,D,AN367,DEBT,DEBT_CE,SUNDARAM FTP  AN 367 DAYS,FTP  AN 367 DAY,,,,1900?1?1?,,,Fixed Term Plan
1S,1SGP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AN 367 DAYS GROWTH,REGULAR,G,AN367,DEBT,DEBT_CE,SUNDARAM FTP  AN 367 DAYS,FTP  AN 367 DAY,,,,1900?1?1?,,,Fixed Term Plan
1T,1TDP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AO 367 DAYS,REGULAR,D,AO367,DEBT,DEBT_CE,SUNDARAM FTP  AO 367 DAYS,FTP  AO 367 DAY,,,,1900?1?1?,,,Fixed Term Plan
1T,1TGP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AO 367 DAYS GROWTH,REGULAR,G,AO367,DEBT,DEBT_CE,SUNDARAM FTP  AO 367 DAYS,FTP  AO 367 DAY,,,,1900?1?1?,,,Fixed Term Plan
1X,1XDP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AS 367 DAYS,REGULAR,D,AS367,DEBT,DEBT_CE,SUNDARAM FTP  AS 367 DAYS,FTP  AS 367 DAY,,,,1900?1?1?,,,Fixed Term Plan
1X,1XGP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AS 367 DAYS GROWTH,REGULAR,G,AS367,DEBT,DEBT_CE,SUNDARAM FTP  AS 367 DAYS,FTP  AS 367 DAY,,,,1900?1?1?,,,Fixed Term Plan
2A,2ADP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AV 366 DAYS,REGULAR,D,AV366,DEBT,DEBT_CE,SUNDARAM FTP  AV 366 DAYS,FTP  AV 366 DAY,,,,1900?1?1?,,,Fixed Term Plan
2A,2AGP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AV 366 DAYS GROWTH,REGULAR,G,AV366,DEBT,DEBT_CE,SUNDARAM FTP  AV 366 DAYS,FTP  AV 366 DAY,,,,1900?1?1?,,,Fixed Term Plan
2B,2BDP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AW 366 DAYS,REGULAR,D,AW366,DEBT,DEBT_CE,SUNDARAM FTP  AW 366 DAYS,FTP  AW 366 DAY,,,,1900?1?1?,,,Fixed Term Plan
2B,2BGP,SUNDARAM BNP PARIBAS FIXED TERM PLAN AW 366 DAYS GROWTH,REGULAR,G,AW366,DEBT,DEBT_CE,SUNDARAM FTP  AW 366 DAYS,FTP  AW 366 DAY,,,,1900?1?1?,,,Fixed Term Plan
CO,COD1,SUNDARAM CAPEX OPPORTUNITIES FUND DIRECT,DIRECT,D,CAPXOP,EQUITY,EQUITY_OE,SUNDARAM CAPEX OPPS FUND,Capex,,,,1900?1?1?,,,
CO,COD1,SUNDARAM CAPEX OPPORTUNITIES FUND DIRECT,DIRECT,D,CAPXOP,EQUITY,EQUITY_OE,SUNDARAM CAPEX OPPS FUND,Capex,,,,1900?1?1?,,,
CO,COID,SUNDARAM CAPEX OPPORTUNITIES FUND INSTITUTIONAL,REGULAR,D,CAPXOP,EQUITY,EQUITY_OE,SUNDARAM CAPEX OPPS FUND,Capex,,,,1900?1?1?,,,
CO,COID,SUNDARAM CAPEX OPPORTUNITIES FUND INSTITUTIONAL,REGULAR,D,CAPXOP,EQUITY,EQUITY_OE,SUNDARAM CAPEX OPPS FUND,Capex,,,,1900?1?1?,,,
CO,CODP,SUNDARAM CAPEX OPPORTUNITIES FUND REGULAR,REGULAR,D,CAPXOP,EQUITY,EQUITY_OE,SUNDARAM CAPEX OPPS FUND,Capex,,,,1900?1?1?,,,
CO,CODP,SUNDARAM CAPEX OPPORTUNITIES FUND REGULAR,REGULAR,D,CAPXOP,EQUITY,EQUITY_OE,SUNDARAM CAPEX OPPS FUND,Capex,,,,1900?1?1?,,,
CO,COIG,SUNDARAM CAPEX OPPORTUNITIES FUND REGULAR INSTITUTIONAL GROWTH PLAN,REGULAR,G,CAPXOP,EQUITY,EQUITY_OE,SUNDARAM CAPEX OPPS FUND,Capex,,,,1900?1?1?,,,
A3,A3DP,SUNDARAM CAPITAL PROTECETION ORIENTED FUND 5YRS SR4,REGULAR,D,CAP45,DEBT,DEBT_CE,SUNDARAM CPOF 5YRS SR4,CPOF 5YRS SR4,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A3,A3GP,SUNDARAM CAPITAL PROTECETION ORIENTED FUND 5YRS SR4 GROWTH,REGULAR,G,CAP45,DEBT,DEBT_CE,SUNDARAM CPOF 5YRS SR4,CPOF 5YRS SR4,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A5,A5DP,SUNDARAM CAPITAL PROTECTION ORIENTED  FUND 2YRS 2SR,REGULAR,D,CP22,DEBT,DEBT_CE,SUNDARAM CPOF 2YR SR2,CPOF 2YR SR2,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A5,A5GP,SUNDARAM CAPITAL PROTECTION ORIENTED  FUND 2YRS 2SR GROWTH,REGULAR,G,CP22,DEBT,DEBT_CE,SUNDARAM CPOF 2YR SR2,CPOF 2YR SR2,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A4,A4DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR1,REGULAR,D,CAP12,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR1,CPOF 2YRS SR1,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A4,A4GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR1 GROWTH,REGULAR,G,CAP12,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR1,CPOF 2YRS SR1,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A1,A1DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR3,REGULAR,D,CAP32,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR3,CPOF 2YRS SR3,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A1,A1GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR3 GROWTH,REGULAR,G,CAP32,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR3,CPOF 2YRS SR3,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A6,A6DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR4,REGULAR,D,CAP42,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR4,CPOF 2YRS SR4,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A6,A6GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 2YRS SR4 GROWTH,REGULAR,G,CAP42,DEBT,DEBT_CE,SUNDARAM CPOF 2YRS SR4,CPOF 2YRS SR4,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A7,A7DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3 YRS SERIES 6,REGULAR,D,CAP63,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR6,CPOF 3YRS SR6,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A7,A7GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3 YRS SERIES 6 GROWTH,REGULAR,G,CAP63,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR6,CPOF 3YRS SR6,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A8,A8DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3 YRS SR 5,REGULAR,D,CAP53,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR5,CPOF 3YRS SR5,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A8,A8GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3 YRS SR 5 GROWTH,REGULAR,G,CAP53,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR5,CPOF 3YRS SR5,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A9,A9DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3 YRS SR4,REGULAR,D,CAP34,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR4,CPOF 3YRS SR4,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A9,A9GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3 YRS SR4 GROWTH,REGULAR,G,CAP34,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR4,CPOF 3YRS SR4,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B1,B1DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR7,REGULAR,D,CAP73,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR7,CPOF 3YRS SR7,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B1,B1GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR7 GROWTH,REGULAR,G,CAP73,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR7,CPOF 3YRS SR7,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B2,B2DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR9,REGULAR,D,CAP93,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR9,CPOF 3YRS SR9,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B2,B2GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 3YRS SR9 GROWTH,REGULAR,G,CAP93,DEBT,DEBT_CE,SUNDARAM CPOF 3YRS SR9,CPOF 3YRS SR9,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B3,B3DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 5 YRS SERIES3,REGULAR,D,CAP35,DEBT,DEBT_CE,SUNDARAM CPOF 5YRS SR3,CPOF 5YRS SR3,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B3,B3GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND 5 YRS SERIES3 GROWTH,REGULAR,G,CAP35,DEBT,DEBT_CE,SUNDARAM CPOF 5YRS SR3,CPOF 5YRS SR3,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B7,B7GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 2-3 YEARS GROWTH,REGULAR,G,CAP23,DEBT,DEBT_CE,SUNDARAM CPOF 3 YRS SR 2,CPOF 3 YRS SR 2,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A2,A2DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 2-5,REGULAR,D,CAP25,DEBT,DEBT_CE,SUNDARAM CPOF 5 YRS SR 2,CPOF 5 YRS SR 2,,,,1900?1?1?,,,Capital Protection Oriented Schemes
A2,A2GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 2-5 GROWTH,REGULAR,G,CAP25,DEBT,DEBT_CE,SUNDARAM CPOF 5 YRS SR 2,CPOF 5 YRS SR 2,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B4,B4DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 3 - 3 YRS,REGULAR,D,CP33,DEBT,DEBT_CE,SUNDARAM CPOF 3 YR SR 3,CPOF 3 YR SR 3,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B4,B4GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 3 - 3 YRS GROWTH,REGULAR,G,CP33,DEBT,DEBT_CE,SUNDARAM CPOF 3 YR SR 3,CPOF 3 YR SR 3,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B5,B5D1,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 7 - 5 YEARS DIRECT,DIRECT,D,CP7,DEBT,DEBT_CE,SUNDARAM CAPITAL PROTECTION ORIE. FUND SR 7-5YRS,CPOF 5YRS SR7,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B5,B5DG,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 7 - 5 YEARS DIRECT GROWTH,DIRECT,G,CP7,DEBT,DEBT_CE,SUNDARAM CAPITAL PROTECTION ORIE. FUND SR 7-5YRS,CPOF 5YRS SR7,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B5,B5DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 7 - 5 YEARS REGULAR,REGULAR,D,CP7,DEBT,DEBT_CE,SUNDARAM CAPITAL PROTECTION ORIE. FUND SR 7-5YRS,CPOF 5YRS SR7,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B5,B5GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 7 - 5 YEARS REGULAR GROWTH,REGULAR,G,CP7,DEBT,DEBT_CE,SUNDARAM CAPITAL PROTECTION ORIE. FUND SR 7-5YRS,CPOF 5YRS SR7,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B6,B6D1,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 8 - 5 YEARS DIRECT,DIRECT,D,CP8,DEBT,DEBT_CE,SUNDARAM CAPITAL PROTECTION ORIE. FUND SR 8-5YRS,CPOF 5YRS SR8,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B6,B6DG,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 8 - 5 YEARS DIRECT GROWTH,DIRECT,G,CP8,DEBT,DEBT_CE,SUNDARAM CAPITAL PROTECTION ORIE. FUND SR 8-5YRS,CPOF 5YRS SR8,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B6,B6DP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 8 - 5 YEARS REGULAR,REGULAR,D,CP8,DEBT,DEBT_CE,SUNDARAM CAPITAL PROTECTION ORIE. FUND SR 8-5YRS,CPOF 5YRS SR8,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B6,B6GP,SUNDARAM CAPITAL PROTECTION ORIENTED FUND SERIES 8 - 5 YEARS REGULAR GROWTH,REGULAR,G,CP8,DEBT,DEBT_CE,SUNDARAM CAPITAL PROTECTION ORIE. FUND SR 8-5YRS,CPOF 5YRS SR8,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B8,B8GP,SUNDARAM CAPTIAL PROTECTION FUND - SERIES 1-3 YEARS GROWTH,REGULAR,G,CP13,DEBT,DEBT_CE,SUNDARAM CPOF 3 YR SR1,CPOF 3 YR SR1,,,,1900?1?1?,,,Capital Protection Oriented Schemes
B9,B9GP,SUNDARAM CAPTIAL PROTECTION FUND - SERIES 1-5 YEARS GROWTH,REGULAR,G,CP15,DEBT,DEBT_CE,SUNDARAM CPOF 5 YR SR1,CPOF 5 YR SR1,,,,1900?1?1?,,,Capital Protection Oriented Schemes
CB,CBD1,SUNDARAM CORPORATE BOND FUND DIRECT ANNUAL,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBD1,SUNDARAM CORPORATE BOND FUND DIRECT ANNUAL,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBB2,SUNDARAM CORPORATE BOND FUND DIRECT BONUS UNITS,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBDG,SUNDARAM CORPORATE BOND FUND DIRECT GROWTH,DIRECT,G,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBDH,SUNDARAM CORPORATE BOND FUND DIRECT HALF YEARLY,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBDH,SUNDARAM CORPORATE BOND FUND DIRECT HALF YEARLY,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBDM,SUNDARAM CORPORATE BOND FUND DIRECT MONTHLY,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBDM,SUNDARAM CORPORATE BOND FUND DIRECT MONTHLY,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBP2,SUNDARAM CORPORATE BOND FUND DIRECT PRINCIPAL UNITS,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBDQ,SUNDARAM CORPORATE BOND FUND DIRECT QUARTERLY,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBDQ,SUNDARAM CORPORATE BOND FUND DIRECT QUARTERLY,DIRECT,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBIG,SUNDARAM CORPORATE BOND FUND INSTITUTIONAL GROWTH,REGULAR,G,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBIM,SUNDARAM CORPORATE BOND FUND INSTITUTIONAL MONTHLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBIM,SUNDARAM CORPORATE BOND FUND INSTITUTIONAL MONTHLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBIQ,SUNDARAM CORPORATE BOND FUND INSTITUTIONAL QUARTERLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBIQ,SUNDARAM CORPORATE BOND FUND INSTITUTIONAL QUARTERLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBAD,SUNDARAM CORPORATE BOND FUND REGULAR ANNUAL,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBAD,SUNDARAM CORPORATE BOND FUND REGULAR ANNUAL,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBB1,SUNDARAM CORPORATE BOND FUND REGULAR BONUS UNITS,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBGP,SUNDARAM CORPORATE BOND FUND REGULAR GROWTH,REGULAR,G,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBHD,SUNDARAM CORPORATE BOND FUND REGULAR HALF YEARLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBHD,SUNDARAM CORPORATE BOND FUND REGULAR HALF YEARLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBMD,SUNDARAM CORPORATE BOND FUND REGULAR MONTHLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBMD,SUNDARAM CORPORATE BOND FUND REGULAR MONTHLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBP1,SUNDARAM CORPORATE BOND FUND REGULAR PRINCIPAL UNITS,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBQD,SUNDARAM CORPORATE BOND FUND REGULAR QUARTERLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
CB,CBQD,SUNDARAM CORPORATE BOND FUND REGULAR QUARTERLY,REGULAR,D,FIP,DEBT,DEBT_OE,SUNDARAM FLEXIBLE INCOME PLAN,Corp Bond Fund,,,,2100?1?1?,,,Corporate Bond Fund
DH,DHB1,SUNDARAM DEBT ORIENTED HYBRID FUND DIRECT BONUS UNITS,DIRECT,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHDG,SUNDARAM DEBT ORIENTED HYBRID FUND DIRECT GROWTH,DIRECT,G,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHDH,SUNDARAM DEBT ORIENTED HYBRID FUND DIRECT HALF YEARLY,DIRECT,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHDH,SUNDARAM DEBT ORIENTED HYBRID FUND DIRECT HALF YEARLY,DIRECT,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHDM,SUNDARAM DEBT ORIENTED HYBRID FUND DIRECT MONTHLY,DIRECT,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHDM,SUNDARAM DEBT ORIENTED HYBRID FUND DIRECT MONTHLY,DIRECT,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHP2,SUNDARAM DEBT ORIENTED HYBRID FUND DIRECT PRINCIPAL UNITS,DIRECT,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHDQ,SUNDARAM DEBT ORIENTED HYBRID FUND DIRECT QUARTERLY,DIRECT,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHDQ,SUNDARAM DEBT ORIENTED HYBRID FUND DIRECT QUARTERLY,DIRECT,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHB2,SUNDARAM DEBT ORIENTED HYBRID FUND REGULAR BONUS UNITS,REGULAR,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHGP,SUNDARAM DEBT ORIENTED HYBRID FUND REGULAR GROWTH,REGULAR,G,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHHD,SUNDARAM DEBT ORIENTED HYBRID FUND REGULAR HALF YEARLY,REGULAR,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHHD,SUNDARAM DEBT ORIENTED HYBRID FUND REGULAR HALF YEARLY,REGULAR,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
DH,DHMD,SUNDARAM DEBT ORIENTED HYBRID FUND REGULAR MONTHLY,REGULAR,D,MIPA,DEBT,DEBT_OE,MONTHLY INCOME PLAN AGGRESSIVE,Debt. Hybrid,,,,2100?1?1?,,,Conservative Hybrid Fund
